ward,area_sqm,rooms,floor,building_age,distance_to_station_min,amenity_score,has_balcony,has_parking,is_remodeled,price_million_yen
Koto,70.87,2,30,49.8,2.4,97.1,1,1,1,73.86
Arakawa,52.95,2,14,24.7,12.9,65.0,0,0,1,93.7
Minato,20.0,1,25,20.4,5.3,83.2,1,1,1,166.54
Adachi,64.83,3,12,25.4,3.0,100.0,1,1,0,155.11
Toshima,67.27,2,7,1.9,10.1,89.9,1,0,0,131.88
Nerima,85.08,3,28,4.8,23.0,31.0,1,1,0,113.29
Shinjuku,54.59,1,1,0.2,14.3,59.1,0,0,0,132.82
Suginami,61.83,2,28,6.0,2.9,95.4,1,1,0,149.18
Itabashi,20.0,1,21,3.3,1.0,83.3,1,1,0,107.47
Taito,90.03,3,11,4.9,8.1,86.2,1,0,0,192.45
Adachi,51.38,2,18,34.6,3.5,84.6,1,0,0,86.02
Shinagawa,83.36,4,13,4.3,2.7,94.2,1,1,0,211.61
Koto,131.78,4,15,17.7,14.6,86.4,0,1,0,146.76
Nakano,22.18,2,17,13.4,12.0,68.6,0,0,0,62.96
Nakano,37.49,1,1,28.3,20.6,60.5,1,1,0,65.59
Chiyoda,77.13,4,23,10.3,1.8,93.9,1,0,0,193.23
Adachi,49.88,1,30,1.2,4.8,77.9,1,1,0,121.94
Setagaya,71.84,3,9,8.6,14.1,50.0,1,0,0,145.46
Itabashi,107.68,4,12,8.3,13.3,75.1,1,0,0,173.15
Katsushika,49.14,2,25,17.6,13.8,71.8,1,1,1,98.61
Edogawa,77.69,3,10,4.0,4.0,80.7,0,0,0,117.12
Arakawa,52.18,3,5,8.1,10.5,86.3,0,0,0,119.77
Suginami,86.71,3,3,31.3,1.0,100.0,1,1,1,173.38
Adachi,108.6,3,26,2.6,4.3,80.2,1,0,1,213.44
Edogawa,36.96,1,24,16.9,11.9,82.7,1,0,0,85.21
Sumida,70.5,2,29,8.2,5.3,90.6,1,0,0,136.38
Nakano,102.9,4,8,2.7,6.5,93.3,1,1,0,159.32
Chuo,55.39,2,23,10.4,9.9,75.2,1,0,0,142.41
Taito,60.7,4,14,15.1,17.2,82.0,0,1,0,111.88
Shinjuku,75.24,3,18,20.0,6.7,76.8,1,1,0,183.21
Chuo,40.16,2,7,50.0,1.9,77.9,1,0,1,90.1
Arakawa,25.69,1,8,25.0,19.4,64.3,0,1,0,36.51
Setagaya,34.43,1,5,0.6,19.1,52.5,1,0,0,114.4
Chuo,26.12,2,24,34.9,7.7,85.4,0,1,1,132.89
Edogawa,79.74,2,14,24.8,6.7,100.0,1,1,1,115.32
Meguro,114.76,5,15,35.4,4.0,100.0,1,1,1,267.72
Edogawa,54.58,2,21,11.8,6.7,84.9,1,0,0,132.3
Koto,100.58,3,3,28.1,2.1,92.5,1,0,1,135.3
Sumida,54.83,2,21,8.9,5.9,86.0,0,1,0,141.39
Taito,58.62,2,20,6.2,4.7,72.7,1,0,0,122.58
Katsushika,35.82,2,16,14.4,18.2,64.4,0,1,1,85.1
Meguro,76.25,4,18,7.9,10.0,78.2,1,0,0,177.44
Minato,57.51,3,29,4.3,6.9,76.8,1,1,0,259.93
Taito,46.81,2,18,8.3,9.1,78.2,1,1,0,137.27
Itabashi,55.09,3,30,5.5,5.7,92.2,1,0,0,151.69
Shinjuku,100.09,4,11,3.5,12.3,100.0,0,1,0,188.96
Chuo,75.89,2,29,2.0,1.4,80.0,0,1,0,220.37
Minato,20.0,2,1,0.1,6.7,93.6,1,0,0,214.77
Adachi,45.49,2,12,12.5,4.0,94.1,1,1,0,109.99
Meguro,63.97,3,6,3.1,9.2,63.2,0,0,0,187.48
Bunkyo,80.3,4,5,33.9,29.2,23.7,1,0,1,119.35
Toshima,60.28,2,1,37.0,7.1,86.9,0,1,1,81.86
Bunkyo,57.77,2,2,2.1,1.0,88.8,0,1,0,206.2
Suginami,93.31,3,20,2.7,18.1,58.7,0,0,0,170.52
Kita,40.24,2,10,4.1,17.5,60.6,0,1,0,103.19
Taito,61.61,3,21,30.9,30.0,36.5,0,1,0,61.47
Minato,91.7,4,10,3.1,1.0,90.7,1,1,0,209.85
Shinjuku,49.57,3,10,4.7,4.9,98.4,1,1,0,181.01
Suginami,77.92,2,1,3.3,1.0,100.0,1,0,0,137.24
Setagaya,38.79,1,2,2.7,1.0,90.1,0,1,0,137.5
Taito,91.61,4,22,9.4,7.3,81.8,1,1,0,174.09
Kita,88.12,2,8,47.5,4.3,100.0,0,1,1,108.07
Meguro,85.82,3,23,5.9,1.0,96.5,1,0,0,225.31
Suginami,55.52,2,28,3.3,4.1,99.6,1,0,0,119.36
Shibuya,32.99,1,7,27.1,5.4,69.1,0,1,0,156.17
Itabashi,97.35,3,12,14.8,23.7,35.9,1,1,0,129.95
Shinagawa,111.3,4,1,24.8,4.1,87.5,1,0,0,188.49
Toshima,38.81,2,15,20.8,4.5,83.8,1,1,0,143.15
Bunkyo,89.91,3,28,1.0,30.0,45.3,0,0,0,151.17
Chiyoda,102.07,4,9,2.0,7.1,100.0,1,1,0,236.02
Nakano,68.17,3,3,37.8,8.2,68.6,1,0,1,95.76
Shinjuku,52.58,2,4,26.9,1.8,100.0,0,0,0,131.6
Setagaya,85.85,3,12,3.9,1.0,100.0,1,0,0,268.32
Ota,31.9,1,24,0.4,1.4,96.8,1,0,0,141.62
Suginami,67.93,3,29,19.0,8.9,79.3,0,1,0,123.21
Taito,51.48,1,26,12.4,2.8,92.7,1,1,0,152.56
Minato,52.25,2,18,50.0,9.5,77.8,0,0,1,99.26
Shinjuku,56.35,2,21,24.3,1.8,100.0,0,0,0,105.67
Bunkyo,67.7,3,30,11.7,3.5,97.7,0,1,0,209.95
Kita,82.37,3,10,4.1,22.3,59.2,1,0,0,142.77
Shinjuku,123.6,3,12,8.5,7.2,73.9,1,1,0,246.88
Shinjuku,20.0,1,8,10.1,4.6,75.3,0,0,0,96.1
Chiyoda,55.47,2,28,23.9,4.7,87.5,1,0,1,192.31
Shinjuku,33.25,2,5,9.0,20.1,48.5,0,1,0,126.81
Katsushika,50.43,2,21,1.6,5.9,80.8,1,0,0,129.7
Katsushika,20.0,1,29,45.1,3.7,100.0,0,0,1,35.68
Nakano,69.66,2,28,22.5,9.9,77.3,1,0,0,112.16
Shibuya,108.39,4,4,0.9,5.7,85.0,1,1,0,169.11
Katsushika,61.41,2,22,5.7,1.0,100.0,1,1,0,145.39
Bunkyo,104.35,5,8,12.8,3.7,92.0,1,1,0,194.19
Shinjuku,88.53,3,1,5.7,1.0,92.3,1,1,0,229.07
Adachi,30.5,2,16,0.1,1.9,95.6,1,1,0,137.01
Arakawa,33.41,1,22,15.6,5.0,76.3,1,1,0,109.73
Nerima,33.34,1,25,18.0,16.0,75.6,1,1,0,72.17
Suginami,49.0,2,9,4.1,11.5,72.5,1,1,0,133.63
Toshima,62.76,2,26,27.2,4.3,90.7,1,1,1,139.48
Koto,109.4,5,30,15.2,9.7,78.6,1,1,0,187.82
Adachi,76.3,3,20,7.2,14.1,77.6,0,1,1,130.21
Toshima,101.93,4,27,27.5,6.1,86.8,1,1,1,185.61
Toshima,127.13,4,17,24.0,5.6,100.0,1,1,1,220.79
Chuo,29.75,1,29,21.6,2.9,94.2,1,0,1,155.71
Nakano,49.68,1,23,15.5,8.7,83.8,0,1,1,104.28
Shinjuku,63.74,3,6,2.0,3.8,84.6,1,1,1,206.39
Nerima,85.93,4,4,11.8,1.6,100.0,1,1,0,155.29
Shinagawa,88.42,3,28,16.5,1.0,96.0,0,1,0,162.32
Kita,90.84,4,27,21.2,12.1,71.1,0,0,0,99.15
Chuo,41.54,3,22,6.5,8.2,66.7,0,1,1,184.74
Chuo,29.64,1,8,12.3,2.9,100.0,1,1,0,121.58
Adachi,90.15,3,30,9.1,12.7,76.4,1,0,0,129.8
Nakano,59.71,2,3,36.9,1.0,100.0,0,0,0,101.79
Koto,102.99,5,28,6.9,3.9,91.2,0,1,0,211.51
Nakano,76.62,4,7,8.4,3.1,100.0,1,0,0,156.66
Katsushika,52.63,2,29,14.1,1.4,100.0,0,1,0,96.1
Sumida,80.58,3,20,5.5,4.8,93.8,1,1,0,180.8
Sumida,76.38,3,27,2.3,1.0,100.0,1,0,0,132.27
Itabashi,72.71,2,25,6.1,10.1,93.5,0,1,0,176.17
Shibuya,116.29,3,10,44.7,6.1,100.0,1,0,1,240.56
Chiyoda,20.0,1,30,0.9,4.4,79.1,1,0,1,207.86
Taito,82.36,3,19,31.3,7.7,74.7,1,1,1,149.9
Suginami,76.46,3,9,19.0,16.7,75.9,1,1,0,122.54
Ota,83.23,2,18,8.7,11.1,67.0,1,1,0,184.71
Toshima,89.34,3,2,11.9,4.1,95.4,1,1,0,170.45
Setagaya,124.39,4,12,6.7,15.1,62.4,0,0,0,122.72
Chuo,134.74,4,28,20.9,11.8,65.8,1,0,1,286.63
Arakawa,30.92,2,17,2.4,1.0,100.0,1,0,0,142.77
Ota,119.67,4,15,25.7,1.0,100.0,1,0,0,198.03
Kita,90.04,5,7,8.8,15.6,74.6,1,1,1,196.57
Taito,89.56,4,16,1.2,1.0,100.0,1,1,0,179.66
Shibuya,68.3,3,22,22.5,13.5,77.8,0,0,1,178.46
Adachi,78.86,2,24,1.3,3.3,92.6,0,1,0,204.8
Minato,66.39,3,14,50.0,13.7,71.7,1,0,1,127.53
Meguro,56.99,2,25,32.5,30.0,36.5,0,1,0,73.6
Itabashi,20.0,1,4,15.9,6.2,97.0,0,1,0,107.01
Chuo,68.06,3,29,3.5,3.3,87.6,0,1,0,186.76
Adachi,43.93,2,12,24.0,1.6,92.3,1,1,0,98.86
Setagaya,20.0,1,23,6.5,22.1,52.4,1,1,0,88.92
Minato,133.82,4,15,14.0,5.1,92.0,1,1,0,289.5
Bunkyo,43.49,2,12,7.9,16.7,62.4,1,1,0,97.06
Kita,53.57,3,23,44.7,5.7,88.1,1,1,1,78.7
Setagaya,144.06,4,20,7.6,1.0,100.0,1,0,0,282.97
Meguro,55.07,2,4,2.0,9.6,86.8,0,0,0,161.49
Nakano,24.87,1,6,16.2,14.0,96.7,0,0,0,72.36
Nerima,94.92,5,3,19.0,30.0,62.0,1,1,0,111.26
Nakano,40.18,2,26,39.5,1.0,82.7,1,1,1,122.46
Nerima,119.65,5,19,23.1,3.1,82.0,1,1,1,237.65
Koto,46.25,1,1,13.9,1.7,89.3,0,1,0,114.57
Taito,38.84,2,7,2.3,8.0,75.2,1,0,0,76.49
Kita,53.17,2,24,3.0,3.5,82.6,0,1,0,137.58
Meguro,49.84,2,26,50.0,4.3,90.5,1,0,1,123.03
Chiyoda,94.4,4,3,11.6,11.1,82.3,0,1,0,274.01
Meguro,29.03,1,25,0.7,2.4,90.9,1,1,0,166.09
Suginami,61.08,3,22,5.7,1.0,100.0,1,0,1,199.28
Sumida,40.23,2,25,4.1,1.0,91.7,1,1,0,159.68
Ota,56.99,2,20,13.7,9.9,55.9,1,1,0,102.33
Edogawa,72.84,3,13,41.4,1.0,100.0,0,1,1,108.96
Taito,71.54,3,27,3.1,1.0,96.5,1,1,0,193.53
Setagaya,20.0,2,24,15.1,15.4,69.7,1,1,0,75.87
Koto,59.55,2,7,10.6,8.5,83.9,1,0,1,100.99
Arakawa,107.88,3,16,11.0,8.7,70.2,0,1,0,119.12
Setagaya,20.0,2,30,6.1,19.0,51.8,0,0,0,102.0
Meguro,120.01,3,6,21.2,1.9,100.0,1,0,0,277.76
Taito,90.63,4,13,0.9,25.8,48.7,0,0,0,111.32
Edogawa,65.23,4,21,31.7,5.4,92.1,1,0,1,129.01
Shibuya,80.0,3,25,18.9,6.2,100.0,1,0,0,230.82
Ota,52.06,2,8,8.4,1.0,100.0,0,1,1,94.51
Nerima,112.07,3,16,4.8,4.8,100.0,0,0,0,188.32
Adachi,118.27,4,12,25.3,1.0,100.0,1,0,1,140.24
Kita,83.39,2,26,3.0,1.0,89.7,0,1,0,176.03
Edogawa,86.69,3,2,9.1,1.0,81.2,1,1,0,114.7
Kita,68.75,3,26,24.4,2.7,92.0,1,0,1,118.34
Sumida,92.75,4,14,9.5,1.5,95.9,0,1,0,167.12
Edogawa,128.6,4,11,6.3,5.5,90.4,1,1,0,223.63
Koto,41.39,1,20,11.9,9.1,86.5,1,1,1,132.3
Bunkyo,64.53,3,22,8.1,2.7,77.3,1,1,0,179.98
Itabashi,80.02,3,19,8.1,1.1,88.2,1,1,1,149.42
Shinagawa,71.95,3,5,28.7,7.3,85.1,1,1,1,138.21
Nerima,90.57,4,9,12.1,22.3,60.9,1,0,0,132.4
Taito,69.54,4,23,18.2,5.5,94.3,1,1,1,133.62
Shinagawa,42.84,3,22,11.8,1.3,92.0,1,0,1,185.08
Sumida,86.1,3,29,4.1,2.9,100.0,0,1,0,176.15
Nakano,91.23,4,19,19.6,1.0,97.1,1,1,0,195.27
Nerima,79.98,3,7,5.3,3.4,94.4,1,1,0,171.02
Nerima,60.17,3,28,38.7,6.9,100.0,1,0,1,125.7
Shinagawa,43.81,1,2,11.1,5.4,85.6,0,0,0,121.6
Ota,118.54,4,19,6.1,21.0,77.2,1,0,0,214.32
Shinjuku,119.2,4,8,7.8,14.5,61.4,0,1,0,161.47
Itabashi,20.0,1,22,30.8,18.1,75.8,1,1,1,60.85
Suginami,53.71,2,8,35.9,4.2,99.4,1,0,1,124.32
Setagaya,69.56,3,29,8.4,1.0,90.5,1,1,0,188.06
Suginami,66.89,2,14,25.9,2.7,100.0,0,1,1,143.66
Shinagawa,89.74,2,6,26.6,2.5,84.0,1,1,1,164.94
Koto,82.05,3,6,15.5,13.4,57.4,1,1,0,150.52
Katsushika,102.19,4,17,4.5,7.0,81.1,1,1,0,199.1
Bunkyo,72.38,3,24,34.7,5.7,74.0,1,1,0,136.86
Kita,82.6,3,25,19.4,8.6,75.6,0,0,1,149.72
Shinagawa,51.88,3,10,24.4,2.2,96.4,1,0,1,183.57
Shinagawa,90.55,3,26,10.0,23.6,38.2,1,1,1,168.51
Koto,98.88,5,11,8.8,1.0,100.0,1,0,0,213.5
Bunkyo,54.49,2,25,7.6,30.0,32.5,0,1,0,96.71
Taito,86.31,3,27,9.6,4.6,91.7,1,1,0,192.49
Shinjuku,46.32,3,6,17.0,6.6,100.0,1,0,0,126.58
Arakawa,50.23,2,9,36.0,2.9,92.3,1,1,1,102.25
Koto,70.95,3,8,20.1,10.9,75.3,0,0,1,122.39
Kita,80.77,2,19,8.0,1.9,100.0,1,1,0,140.35
Arakawa,86.86,2,19,4.1,16.7,54.9,0,0,0,133.22
Shinjuku,98.78,4,17,7.9,4.4,80.5,1,1,0,210.99
Ota,65.98,3,23,2.2,1.8,100.0,1,0,0,149.58
Sumida,42.2,2,19,18.5,4.3,88.8,1,1,0,104.52
Katsushika,46.49,1,13,50.0,14.4,71.4,0,0,1,31.02
Shinjuku,55.58,1,9,50.0,12.3,81.9,1,0,0,76.17
Nakano,68.81,2,2,9.7,12.8,81.4,1,1,0,126.57
Chuo,102.96,4,30,13.7,18.6,72.5,1,1,1,231.05
Shibuya,53.8,2,14,6.5,2.3,87.9,0,1,0,172.3
Suginami,63.58,3,1,12.7,2.6,100.0,1,0,1,169.32
Suginami,84.65,2,19,37.8,4.6,89.3,1,1,1,158.6
Katsushika,42.64,2,30,3.1,4.1,69.7,1,1,0,114.96
Itabashi,68.74,4,3,24.9,10.6,78.4,1,0,0,103.72
Toshima,76.42,3,5,5.1,15.3,75.1,0,0,0,124.68
Bunkyo,90.23,4,14,7.3,1.0,86.7,1,0,0,235.47
Ota,84.35,3,8,50.0,10.8,89.1,1,1,1,107.18
Kita,88.71,3,12,7.1,6.7,93.6,1,0,0,163.01
Shibuya,83.03,3,9,1.2,1.0,84.1,1,1,0,213.26
Arakawa,82.08,3,7,7.6,22.4,43.6,0,1,0,118.28
Kita,103.2,4,16,25.5,1.0,100.0,0,1,0,141.58
Arakawa,82.02,3,16,2.6,1.5,100.0,1,1,0,194.32
Meguro,105.26,3,24,21.3,9.1,67.6,1,1,0,207.59
Shibuya,69.39,3,18,14.8,10.4,82.1,0,0,0,202.37
Taito,57.41,2,16,1.0,7.0,79.2,0,1,0,168.47
Adachi,30.38,1,15,0.3,9.5,80.5,1,1,0,133.42
Setagaya,95.93,5,8,12.9,14.7,58.6,1,1,0,116.76
Chuo,20.0,1,10,50.0,2.8,100.0,1,1,0,103.69
Kita,52.89,2,26,6.4,3.2,77.5,1,0,0,140.48
Setagaya,90.05,4,1,3.0,1.1,100.0,0,1,0,198.19
Bunkyo,103.52,5,5,8.0,1.0,97.9,1,1,0,251.13
Setagaya,89.09,3,19,13.1,15.7,64.2,1,0,0,145.46
Arakawa,62.61,3,25,4.0,1.7,96.5,1,1,0,150.82
Chuo,35.69,2,8,3.7,7.6,69.6,1,1,0,130.38
Suginami,42.72,2,17,6.3,1.6,96.0,0,1,0,133.06
Chuo,113.53,4,12,6.5,12.3,97.9,1,0,0,172.43
Suginami,56.01,1,11,0.6,8.6,89.4,1,0,0,126.55
Arakawa,95.3,4,24,11.0,1.0,89.2,1,1,0,155.87
Itabashi,71.17,3,18,18.5,16.3,63.5,0,1,0,105.25
Sumida,109.36,3,24,0.9,6.0,85.7,1,1,0,193.2
Meguro,70.61,4,27,11.4,9.1,85.5,1,0,0,230.58
Shinagawa,33.68,1,16,37.5,1.0,100.0,0,1,1,103.82
Itabashi,44.47,3,13,13.7,1.0,95.5,1,1,0,155.07
Chuo,39.69,1,23,17.1,1.3,85.0,0,1,0,157.51
Taito,35.46,2,21,37.5,6.5,83.6,0,1,0,85.9
Bunkyo,56.04,2,28,6.8,30.0,32.0,1,1,0,110.73
Meguro,58.03,2,5,24.3,28.5,44.0,0,1,0,119.07
Chiyoda,57.72,2,29,15.5,30.0,35.2,1,0,0,104.19
Sumida,84.27,2,2,18.5,4.9,94.9,1,1,1,172.61
Itabashi,73.27,3,10,6.6,5.9,100.0,0,1,0,156.92
Shibuya,33.77,2,4,1.7,13.8,76.6,0,1,0,142.87
Shinjuku,62.13,3,14,22.0,13.6,70.1,1,1,0,161.63
Nerima,20.0,1,2,2.0,1.0,100.0,0,1,1,100.65
Nakano,41.87,3,22,3.5,20.6,65.9,1,1,0,116.75
Minato,127.96,4,23,16.4,1.0,88.0,0,1,0,243.08
Setagaya,48.59,1,17,5.1,1.9,100.0,1,1,0,175.57
Minato,95.46,4,3,0.9,1.0,100.0,1,0,0,285.15
Meguro,49.6,1,11,14.7,11.5,67.6,0,1,0,177.49
Chuo,34.08,1,9,40.5,6.0,89.8,1,1,1,110.35
Adachi,65.22,3,8,11.2,3.2,92.9,1,1,0,107.22
Nerima,67.6,3,23,0.2,2.5,84.0,0,1,0,108.3
Toshima,20.0,1,9,2.8,4.8,86.4,1,1,0,148.84
Shibuya,115.56,4,17,26.8,10.7,81.2,1,1,1,201.18
Edogawa,40.28,2,13,4.3,11.2,76.3,0,1,0,98.26
Minato,124.96,4,29,24.2,2.3,92.1,0,1,1,248.09
Ota,91.95,4,29,49.4,1.0,95.6,1,0,1,107.19
Sumida,59.28,3,30,50.0,8.3,91.2,1,0,1,89.21
Toshima,54.52,2,18,20.6,1.3,92.1,1,0,0,128.15
Arakawa,28.48,1,10,48.6,1.0,95.4,1,1,1,74.53
Itabashi,98.35,5,26,22.9,1.0,91.3,1,1,1,234.41
Edogawa,64.05,4,27,23.2,1.3,100.0,0,0,1,136.39
Edogawa,111.37,3,8,5.6,1.0,100.0,1,0,0,180.07
Taito,76.01,4,2,2.0,19.3,66.8,0,0,0,99.45
Katsushika,100.95,5,30,13.2,1.3,96.1,1,1,0,191.14
Arakawa,91.39,5,20,14.6,6.4,100.0,1,1,0,158.62
Kita,55.71,1,22,16.8,7.5,73.0,0,1,0,115.49
Meguro,45.7,2,3,5.2,3.0,91.8,0,1,0,158.0
Ota,81.27,2,15,43.1,14.3,77.3,0,0,1,90.05
Minato,77.93,3,18,7.2,2.3,100.0,1,1,0,173.13
Kita,37.77,2,7,48.2,4.3,93.2,0,1,1,75.88
Ota,97.82,4,17,50.0,1.0,95.9,1,1,0,152.77
Meguro,73.88,2,18,50.0,3.1,89.0,1,1,1,164.1
Suginami,33.33,1,8,25.6,25.4,54.6,1,1,1,64.25
Taito,71.0,3,30,4.2,8.7,67.6,0,1,0,161.85
Suginami,46.35,3,19,4.6,7.3,71.5,0,1,0,153.05
Ota,31.06,1,9,1.7,14.9,65.7,1,1,0,67.23
Minato,120.0,5,8,22.4,1.0,85.5,1,1,0,229.73
Minato,48.07,1,26,26.1,6.0,82.8,1,1,0,198.04
Shinagawa,49.35,1,1,1.9,3.8,98.0,1,1,0,176.05
Shibuya,82.52,3,4,19.8,17.8,69.5,1,1,1,168.97
Chiyoda,20.0,1,12,6.3,7.9,83.4,0,1,0,162.79
Itabashi,78.31,4,23,26.9,6.4,96.1,0,0,0,113.17
Shinagawa,67.06,3,30,24.6,1.0,100.0,1,0,1,192.86
Adachi,52.22,1,2,4.8,4.2,86.6,1,0,1,129.42
Ota,40.7,2,8,2.5,8.5,85.0,1,1,0,122.01
Koto,23.26,1,15,0.7,2.4,82.1,0,1,0,94.91
Toshima,35.0,1,7,3.2,6.3,98.9,0,1,0,110.78
Koto,48.66,2,24,50.0,6.3,80.7,1,1,1,81.05
Taito,62.26,4,22,8.0,5.2,86.1,1,1,0,167.01
Nerima,77.43,2,24,35.4,19.4,54.6,1,0,1,91.06
Katsushika,134.25,4,26,12.0,1.0,100.0,1,0,0,200.29
Itabashi,70.77,3,25,28.4,7.5,84.7,1,1,0,140.82
Toshima,64.73,2,29,17.1,1.0,77.0,0,0,0,154.98
Meguro,20.0,2,30,4.2,6.9,99.1,1,1,0,156.63
Minato,104.78,5,25,17.4,1.0,100.0,0,1,0,221.12
Shinjuku,58.32,3,30,4.6,4.8,95.0,1,0,0,154.68
Kita,48.99,2,7,4.0,1.0,100.0,0,0,0,110.76
Meguro,20.0,1,12,24.9,17.1,66.4,1,1,1,112.93
Katsushika,54.73,3,24,12.8,13.5,71.6,0,1,0,121.76
Kita,25.4,1,29,3.4,15.5,67.8,1,1,0,85.86
Itabashi,76.93,3,18,0.5,8.2,85.3,0,1,0,132.16
Setagaya,102.02,4,7,3.1,29.4,47.2,1,0,0,139.81
Shibuya,147.62,3,5,7.3,1.0,100.0,0,1,1,288.53
Shinjuku,20.0,1,5,19.3,1.3,100.0,0,1,0,139.66
Shinagawa,50.91,2,17,12.8,6.3,87.3,0,1,1,157.56
Toshima,124.87,4,26,12.3,30.0,54.8,1,1,0,131.73
Ota,97.28,4,18,8.6,5.9,81.7,1,0,0,165.09
Nakano,56.71,3,30,12.7,2.9,89.9,0,1,0,169.28
Itabashi,84.36,3,25,27.0,5.4,85.4,0,0,1,141.93
Nakano,81.28,3,11,3.1,13.4,65.6,1,0,0,187.15
Toshima,100.34,4,14,11.8,9.1,89.0,0,1,1,207.35
Chiyoda,47.21,1,2,50.0,3.5,96.0,0,1,1,115.8
Chuo,50.33,3,16,14.5,6.6,85.3,0,1,1,198.16
Chuo,54.19,1,23,7.1,5.7,79.5,1,1,0,200.42
Shibuya,102.63,4,11,21.9,10.4,69.4,0,1,0,249.19
Nakano,53.76,3,14,14.0,1.3,100.0,1,1,1,173.04
Taito,88.4,3,6,44.8,5.8,84.6,0,1,1,122.25
Edogawa,33.62,1,1,0.4,9.0,89.3,1,0,0,103.21
Shinagawa,45.52,1,16,21.6,6.1,75.5,0,0,1,106.3
Shinagawa,59.45,2,13,42.1,3.4,92.6,1,0,1,122.42
Kita,66.01,2,3,2.8,8.6,96.0,1,0,0,122.45
Koto,51.15,2,24,8.2,6.2,83.1,0,0,0,100.93
Meguro,59.68,2,28,10.6,4.8,96.5,0,0,0,181.68
Suginami,20.0,1,13,50.0,3.1,85.9,1,1,1,78.75
Toshima,90.78,3,2,29.9,27.3,57.4,1,0,0,65.43
Ota,36.26,2,10,14.3,12.7,62.2,1,1,0,67.98
Koto,22.09,2,7,16.3,1.0,96.1,1,0,0,76.26
Setagaya,41.6,2,14,0.6,18.3,62.5,1,1,0,137.59
Meguro,69.68,4,23,38.4,2.8,89.5,1,0,0,135.29
Minato,87.97,3,27,6.1,2.6,100.0,1,1,0,294.07
Chiyoda,50.65,1,17,3.9,19.4,68.3,1,0,0,150.27
Nerima,69.61,3,27,1.8,2.4,100.0,0,0,0,157.4
Sumida,45.27,2,25,17.7,14.0,69.8,1,1,0,95.7
Toshima,68.82,2,24,18.5,24.2,40.6,1,1,1,111.63
Koto,80.73,3,24,50.0,5.4,89.3,0,1,1,116.8
Taito,106.92,4,15,50.0,1.0,93.3,1,0,1,159.98
Kita,20.0,1,25,17.5,6.0,100.0,1,1,0,81.97
Nakano,97.55,4,28,2.8,5.4,74.1,0,0,0,180.68
Bunkyo,76.93,3,29,11.0,4.7,79.9,1,1,0,195.89
Chiyoda,71.14,2,21,33.8,1.6,100.0,1,0,0,176.85
Shinagawa,110.49,4,28,8.2,1.0,99.0,1,1,0,198.75
Shinjuku,47.79,1,21,2.0,2.2,94.4,0,0,0,168.11
Bunkyo,89.3,2,6,6.0,3.7,100.0,0,0,0,223.42
Sumida,81.7,2,29,49.3,2.5,100.0,1,1,1,108.78
Nerima,33.37,2,10,7.9,15.9,49.8,1,1,0,107.95
Kita,34.09,1,6,1.8,5.0,100.0,1,1,0,133.33
Sumida,62.73,3,21,5.6,1.4,100.0,1,1,0,161.73
Arakawa,55.5,2,12,11.1,4.2,96.3,1,0,0,95.59
Toshima,94.96,3,7,34.5,1.3,97.0,0,1,1,214.85
Adachi,82.8,3,12,50.0,4.9,91.3,1,0,1,96.32
Toshima,81.75,3,6,30.4,1.0,99.3,0,0,0,174.03
Shibuya,77.49,3,5,6.8,6.5,85.2,0,1,0,233.92
Kita,81.14,4,26,22.7,1.7,100.0,1,1,0,163.32
Shibuya,53.2,2,23,2.8,1.0,100.0,1,1,0,245.52
Meguro,34.57,1,17,8.7,1.0,100.0,1,0,0,147.66
Kita,83.84,4,26,1.4,2.0,80.1,1,1,0,215.23
Meguro,59.38,2,16,17.1,13.6,75.9,0,1,0,133.94
Setagaya,55.07,2,30,11.5,30.0,28.3,0,1,1,107.22
Katsushika,59.96,1,22,0.0,1.0,89.9,1,1,0,137.2
Nerima,87.35,4,19,0.8,1.7,83.7,1,1,0,139.25
Setagaya,82.59,2,20,17.0,1.5,88.7,1,0,0,165.5
Chuo,52.48,3,17,4.3,16.1,78.9,1,1,0,143.94
Sumida,65.97,3,9,21.2,1.6,95.7,1,1,0,147.77
Chiyoda,95.81,4,17,13.6,7.6,94.2,1,1,0,264.0
Shibuya,82.01,3,21,6.7,13.1,67.7,1,0,0,220.22
Nakano,103.66,5,8,9.9,1.0,100.0,1,0,0,193.46
Minato,93.99,3,29,20.0,1.0,97.7,0,0,0,212.43
Katsushika,123.26,5,14,3.8,9.8,63.4,1,1,1,176.11
Chiyoda,44.93,2,14,14.1,1.0,90.7,1,1,1,213.06
Meguro,36.86,1,25,1.5,1.7,93.7,1,0,0,229.92
Edogawa,87.27,3,15,21.2,8.6,83.3,1,1,1,147.8
Bunkyo,122.91,5,24,7.5,1.0,89.5,0,1,0,184.46
Nakano,142.14,4,14,5.7,3.7,98.7,1,1,0,238.1
Bunkyo,88.58,2,14,33.2,10.2,74.2,1,0,1,137.35
Bunkyo,57.42,3,15,10.9,9.3,79.5,0,0,0,149.32
Arakawa,134.78,3,11,32.0,10.7,69.6,1,1,0,110.6
Shinagawa,66.59,2,10,1.2,8.7,83.8,1,1,0,178.91
Meguro,73.41,3,28,37.8,1.8,96.8,0,1,1,201.51
Setagaya,35.69,1,1,33.2,4.0,100.0,0,0,0,53.7
Taito,52.26,2,18,11.2,1.0,92.6,1,0,0,140.73
Taito,44.95,2,16,15.5,1.2,92.4,0,1,1,149.99
