ward,ward_jp,floor_area_sqm,num_rooms,building_age_years,floor_number,total_floors,distance_to_station_min,building_type,direction,has_parking,has_balcony,has_security,is_corner_unit,transaction_year,transaction_month,price_man_yen,price_per_sqm,area_per_room,relative_floor,station_category,age_category,amenity_score
shibuya,渋谷区,95.1,4,47.6,3,4,18.3,맨션,남,0,1,1,1,2024,1,9020,94.84752891692955,23.775,0.75,원거리,노후,4
meguro,目黒区,69.5,3,2.9,6,17,2.0,맨션,남서,1,1,0,1,2025,4,16640,239.42446043165467,23.166666666666668,0.35294117647058826,역세권,신축,4
chiyoda,千代田区,35.4,1,45.2,6,18,4.2,맨션,북동,0,1,0,1,2022,10,4500,127.11864406779661,35.4,0.3333333333333333,도보권,노후,2
chuo,中央区,76.1,3,7.3,3,17,5.5,아파트,남동,1,1,0,0,2022,9,15880,208.67279894875165,25.366666666666664,0.17647058823529413,도보권,준신축,3
meguro,目黒区,35.7,2,14.9,11,19,1.0,아파트,남,0,0,1,0,2022,1,6260,175.35014005602238,17.85,0.5789473684210527,역세권,준신축,2
chuo,中央区,39.9,1,18.3,9,11,15.1,아파트,북동,0,1,1,1,2024,11,5780,144.8621553884712,39.9,0.8181818181818182,원거리,중고,4
arakawa,荒川区,98.7,4,3.4,9,14,6.4,맨션,서,0,1,1,0,2021,4,6390,64.74164133738601,24.675,0.6428571428571429,도보권,신축,3
shibuya,渋谷区,54.0,2,10.0,11,14,1.0,맨션,남동,0,1,1,0,2021,1,14400,266.6666666666667,27.0,0.7857142857142857,역세권,준신축,3
itabashi,板橋区,53.6,1,5.3,3,19,1.0,아파트,남동,1,1,0,0,2025,10,4400,82.08955223880596,53.6,0.15789473684210525,역세권,준신축,3
shinagawa,品川区,57.4,3,11.6,8,15,6.0,아파트,남서,1,1,1,0,2023,8,8820,153.65853658536585,19.133333333333333,0.5333333333333333,도보권,준신축,5
minato,港区,49.4,2,0.1,13,14,1.0,맨션,북서,0,0,0,0,2021,7,15020,304.04858299595145,24.7,0.9285714285714286,역세권,신축,0
itabashi,板橋区,48.5,2,2.6,2,19,3.4,맨션,서,0,0,0,1,2024,6,3680,75.87628865979381,24.25,0.10526315789473684,도보권,신축,1
bunkyo,文京区,94.7,5,11.1,5,17,10.9,아파트,북동,0,1,1,0,2023,1,10810,114.14994720168954,18.94,0.29411764705882354,버스권,준신축,3
chiyoda,千代田区,24.3,1,1.4,4,13,1.0,아파트,남서,1,0,1,0,2025,8,8200,337.4485596707819,24.3,0.3076923076923077,역세권,신축,4
ota,大田区,56.5,3,7.3,2,3,5.1,아파트,남,0,1,0,0,2022,8,4220,74.69026548672566,18.833333333333332,0.6666666666666666,도보권,준신축,1
meguro,目黒区,64.7,2,9.2,1,10,14.9,아파트,남,0,0,1,0,2022,2,8420,130.13910355486863,32.35,0.1,버스권,준신축,2
shinjuku,新宿区,68.8,3,15.4,14,18,24.2,맨션,남동,0,0,0,0,2025,2,7660,111.33720930232559,22.933333333333334,0.7777777777777778,원거리,중고,0
shibuya,渋谷区,57.2,2,12.2,5,17,5.8,아파트,북동,0,0,1,0,2023,10,10060,175.87412587412587,28.6,0.29411764705882354,도보권,준신축,2
itabashi,板橋区,63.1,2,2.2,6,7,1.0,아파트,남,0,0,0,0,2023,5,4670,74.0095087163233,31.55,0.8571428571428571,역세권,신축,0
bunkyo,文京区,95.5,5,40.1,5,8,4.6,아파트,동,0,1,1,1,2023,3,6690,70.05235602094241,19.1,0.625,도보권,노후,4
minato,港区,64.6,3,8.9,6,16,6.4,맨션,남,0,1,1,1,2025,8,18530,286.8421052631579,21.53333333333333,0.375,도보권,준신축,4
kita,北区,85.3,4,0.1,10,16,14.5,맨션,남동,0,1,1,0,2025,9,9250,108.44079718640094,21.325,0.625,버스권,신축,3
minato,港区,76.7,3,4.7,12,12,10.3,아파트,남동,0,1,0,0,2024,4,16400,213.82007822685787,25.566666666666666,1.0,버스권,신축,1
nakano,中野区,65.2,2,0.9,4,17,14.0,맨션,북동,0,1,1,1,2025,10,8310,127.45398773006134,32.6,0.23529411764705882,버스권,신축,4
toshima,豊島区,73.5,2,10.1,1,12,6.0,아파트,남,0,0,1,0,2025,3,9720,132.24489795918367,36.75,0.08333333333333333,도보권,준신축,2
shinagawa,品川区,39.6,1,1.9,12,14,1.4,빌라,서,0,1,0,0,2020,12,5240,132.32323232323233,39.6,0.8571428571428571,역세권,신축,1
sumida,墨田区,47.6,2,0.2,14,19,3.1,맨션,남,1,1,0,1,2023,9,7020,147.47899159663865,23.8,0.7368421052631579,도보권,신축,4
arakawa,荒川区,83.0,3,2.3,14,15,2.2,빌라,남,0,1,1,0,2024,7,6670,80.36144578313252,27.666666666666668,0.9333333333333333,역세권,신축,3
chiyoda,千代田区,87.7,4,4.8,7,17,1.0,맨션,남,1,1,0,0,2025,2,27710,315.96351197263397,21.925,0.4117647058823529,역세권,신축,3
kita,北区,80.3,3,6.4,2,6,1.1,아파트,북,0,1,0,0,2025,11,6310,78.58032378580324,26.766666666666666,0.3333333333333333,역세권,준신축,1
itabashi,板橋区,69.2,4,16.8,11,18,7.3,아파트,남서,0,1,0,0,2025,8,5170,74.71098265895954,17.3,0.6111111111111112,버스권,중고,1
meguro,目黒区,80.7,4,3.8,3,15,1.8,빌라,남동,0,1,0,0,2024,7,11790,146.09665427509293,20.175,0.2,역세권,신축,1
shibuya,渋谷区,64.1,3,0.9,6,9,27.1,아파트,북,0,1,0,0,2025,2,11120,173.47893915756632,21.366666666666664,0.6666666666666666,원거리,신축,1
minato,港区,110.4,6,1.2,11,11,2.2,맨션,서,0,1,1,0,2025,2,40000,362.3188405797101,18.400000000000002,1.0,역세권,신축,3
chiyoda,千代田区,51.5,3,4.6,1,15,26.0,맨션,남동,0,1,0,0,2021,3,8560,166.2135922330097,17.166666666666668,0.06666666666666667,원거리,신축,1
ota,大田区,70.1,2,4.9,11,17,5.1,아파트,서,1,1,0,0,2021,6,5960,85.02139800285308,35.05,0.6470588235294118,도보권,신축,3
nakano,中野区,98.6,5,4.4,8,15,7.5,맨션,북동,0,1,1,0,2025,5,13300,134.88843813387425,19.72,0.5333333333333333,버스권,신축,3
toshima,豊島区,37.7,2,24.6,7,8,3.0,맨션,북서,1,1,0,0,2022,5,4150,110.07957559681697,18.85,0.875,역세권,중고,3
bunkyo,文京区,31.2,1,1.4,8,17,8.9,빌라,남동,1,0,0,0,2024,4,3920,125.64102564102565,31.2,0.47058823529411764,버스권,신축,2
kita,北区,60.6,2,4.9,4,10,3.4,아파트,남서,1,1,0,0,2021,6,5160,85.14851485148515,30.3,0.4,도보권,신축,3
arakawa,荒川区,53.8,2,18.2,1,16,5.2,맨션,북동,0,1,1,0,2021,8,3570,66.35687732342008,26.9,0.0625,도보권,중고,3
itabashi,板橋区,43.1,2,5.1,14,14,4.1,맨션,동,0,1,0,0,2020,12,3760,87.23897911832947,21.55,1.0,도보권,준신축,1
nerima,練馬区,55.1,2,13.6,13,19,1.0,아파트,남동,0,1,0,0,2023,8,4900,88.92921960072594,27.55,0.6842105263157895,역세권,준신축,1
shibuya,渋谷区,37.9,2,41.8,5,16,25.2,맨션,남,0,1,1,0,2024,6,3710,97.8891820580475,18.95,0.3125,원거리,노후,3
shibuya,渋谷区,63.0,3,8.8,2,10,3.9,맨션,북서,0,1,1,0,2020,12,11610,184.28571428571428,21.0,0.2,도보권,준신축,3
itabashi,板橋区,39.3,2,4.6,10,13,15.4,맨션,남서,1,0,0,0,2021,2,2550,64.88549618320612,19.65,0.7692307692307693,원거리,신축,2
ota,大田区,47.7,2,11.3,7,17,1.3,빌라,남,1,1,1,0,2022,3,3910,81.9706498951782,23.85,0.4117647058823529,역세권,준신축,5
koto,江東区,100.5,4,9.2,5,6,17.5,아파트,남동,0,0,1,0,2023,2,7810,77.71144278606965,25.125,0.8333333333333334,원거리,준신축,2
chiyoda,千代田区,52.8,2,11.4,14,14,4.3,빌라,남동,1,0,0,0,2022,12,10860,205.6818181818182,26.4,1.0,도보권,준신축,2
minato,港区,58.0,3,17.1,10,13,1.7,타워맨션,남,0,1,1,0,2021,11,21620,372.7586206896552,19.333333333333332,0.7692307692307693,역세권,중고,3
shibuya,渋谷区,65.3,3,12.3,6,18,1.0,아파트,동,0,1,1,1,2022,4,15250,233.53751914241963,21.766666666666666,0.3333333333333333,역세권,준신축,4
minato,港区,53.1,2,41.3,12,12,20.4,아파트,남서,0,1,1,0,2024,6,7010,132.015065913371,26.55,1.0,원거리,노후,3
minato,港区,104.6,4,39.3,9,18,10.1,맨션,남동,1,1,1,1,2023,11,19780,189.1013384321224,26.15,0.5,버스권,노후,6
chuo,中央区,20.0,1,10.9,12,19,2.6,맨션,동,0,0,0,0,2022,12,4520,226.0,20.0,0.631578947368421,역세권,준신축,0
minato,港区,73.9,3,39.2,12,13,5.0,맨션,서,0,0,0,0,2021,7,10640,143.978349120433,24.633333333333336,0.9230769230769231,도보권,노후,0
nakano,中野区,78.6,4,13.5,8,14,17.1,아파트,동,0,1,1,0,2021,1,6370,81.04325699745547,19.65,0.5714285714285714,원거리,준신축,3
chuo,中央区,81.3,4,17.8,8,16,1.5,타워맨션,남서,0,1,0,0,2020,12,20660,254.12054120541205,20.325,0.5,역세권,중고,1
edogawa,江戸川区,36.3,1,4.5,14,18,18.8,아파트,북서,0,0,0,0,2022,12,2030,55.92286501377411,36.3,0.7777777777777778,원거리,신축,0
arakawa,荒川区,61.1,3,13.4,11,15,1.0,아파트,북서,0,1,1,0,2024,3,4470,73.15875613747954,20.366666666666667,0.7333333333333333,역세권,준신축,3
shibuya,渋谷区,47.4,1,7.2,8,10,1.0,타워맨션,동,0,1,1,0,2023,12,14040,296.20253164556965,47.4,0.8,역세권,준신축,3
minato,港区,79.1,3,11.4,8,17,1.1,빌라,남동,0,0,0,0,2024,10,20000,252.84450063211128,26.366666666666664,0.47058823529411764,역세권,준신축,0
shibuya,渋谷区,95.4,5,31.2,4,14,5.1,아파트,남동,1,0,0,0,2023,3,13310,139.51781970649895,19.080000000000002,0.2857142857142857,도보권,노후,2
minato,港区,67.3,3,6.7,9,15,9.0,아파트,북동,1,1,0,0,2023,10,14810,220.0594353640416,22.433333333333334,0.6,버스권,준신축,3
meguro,目黒区,70.9,4,10.8,1,9,2.7,타워맨션,북동,0,0,1,1,2025,9,14850,209.44992947813822,17.725,0.1111111111111111,역세권,준신축,3
chuo,中央区,38.7,2,3.0,3,6,1.0,빌라,북서,1,0,0,0,2023,8,7960,205.6847545219638,19.35,0.5,역세권,신축,2
koto,江東区,91.2,4,41.0,10,15,10.5,아파트,북,0,0,1,1,2024,9,5130,56.25,22.8,0.6666666666666666,버스권,노후,3
suginami,杉並区,31.3,1,1.7,7,7,10.1,맨션,북서,1,1,0,1,2023,10,4590,146.64536741214056,31.3,1.0,버스권,신축,4
sumida,墨田区,42.6,2,21.9,4,19,1.0,타워맨션,동,1,1,0,1,2020,12,4270,100.23474178403755,21.3,0.21052631578947367,역세권,중고,4
itabashi,板橋区,48.3,2,2.6,3,12,1.0,아파트,북,0,1,0,0,2022,4,3370,69.77225672877847,24.15,0.25,역세권,신축,1
taito,台東区,48.0,2,9.2,8,11,4.4,아파트,서,1,0,0,0,2024,5,4650,96.875,24.0,0.7272727272727273,도보권,준신축,2
chiyoda,千代田区,37.6,1,29.2,7,16,9.6,맨션,남,1,1,1,0,2022,1,6620,176.06382978723403,37.6,0.4375,버스권,중고,5
meguro,目黒区,93.8,3,18.5,12,18,4.4,아파트,남,0,1,1,0,2025,10,16140,172.0682302771855,31.266666666666666,0.6666666666666666,도보권,중고,3
meguro,目黒区,57.9,3,60.0,5,17,4.5,아파트,남,1,0,1,0,2021,9,4360,75.30224525043178,19.3,0.29411764705882354,도보권,노후,4
shinagawa,品川区,55.0,2,19.0,14,17,1.0,아파트,남,0,0,0,0,2021,1,7530,136.9090909090909,27.5,0.8235294117647058,역세권,중고,0
arakawa,荒川区,44.9,1,33.8,10,17,12.2,맨션,남,0,0,0,0,2023,11,2670,59.465478841870826,44.9,0.5882352941176471,버스권,노후,0
meguro,目黒区,66.6,3,5.2,12,14,4.5,맨션,남,1,1,0,0,2022,4,13990,210.06006006006007,22.2,0.8571428571428571,도보권,준신축,3
meguro,目黒区,83.8,5,7.4,1,8,1.9,아파트,북서,1,1,0,0,2021,8,14390,171.7183770883055,16.759999999999998,0.125,역세권,준신축,3
minato,港区,57.1,3,5.9,11,12,6.8,아파트,서,0,1,0,0,2023,11,13580,237.82837127845883,19.033333333333335,0.9166666666666666,도보권,준신축,1
arakawa,荒川区,62.4,3,26.4,13,18,1.1,아파트,북동,1,1,0,0,2023,9,4100,65.7051282051282,20.8,0.7222222222222222,역세권,중고,3
shinagawa,品川区,55.4,2,13.9,12,19,1.7,맨션,남,0,1,1,0,2021,11,8920,161.01083032490976,27.7,0.631578947368421,역세권,준신축,3
setagaya,世田谷区,99.5,4,12.1,6,10,1.0,아파트,북동,0,0,0,0,2025,10,10290,103.41708542713567,24.875,0.6,역세권,준신축,0
minato,港区,75.5,2,60.0,3,9,6.1,아파트,서,0,0,1,0,2023,3,9070,120.13245033112582,37.75,0.3333333333333333,도보권,노후,2
nerima,練馬区,98.3,4,9.3,12,12,3.4,아파트,동,1,0,1,0,2025,2,8570,87.18209562563581,24.575,1.0,도보권,준신축,4
shinagawa,品川区,38.4,2,13.4,12,16,1.1,맨션,남,0,1,0,1,2025,4,8160,212.5,19.2,0.75,역세권,준신축,2
shinjuku,新宿区,38.9,1,19.3,6,10,10.3,맨션,남서,0,1,1,0,2021,10,4620,118.76606683804627,38.9,0.6,버스권,중고,3
nakano,中野区,81.6,4,0.7,9,14,18.2,맨션,동,0,1,1,1,2025,6,10130,124.14215686274511,20.4,0.6428571428571429,원거리,신축,4
meguro,目黒区,109.5,5,15.1,8,9,23.1,아파트,남,0,1,1,0,2023,8,13730,125.38812785388127,21.9,0.8888888888888888,원거리,중고,3
bunkyo,文京区,57.6,2,0.9,1,11,17.2,빌라,서,0,1,1,0,2023,1,5570,96.70138888888889,28.8,0.09090909090909091,원거리,신축,3
chiyoda,千代田区,56.8,3,9.1,13,18,3.8,아파트,남서,0,1,0,0,2022,7,12110,213.2042253521127,18.933333333333334,0.7222222222222222,도보권,준신축,1
bunkyo,文京区,20.0,1,6.9,4,14,3.2,아파트,남,0,0,0,0,2022,8,2610,130.5,20.0,0.2857142857142857,도보권,준신축,0
shinjuku,新宿区,70.0,3,8.5,10,16,3.5,타워맨션,남동,1,1,1,1,2023,5,14450,206.42857142857142,23.333333333333332,0.625,도보권,준신축,6
setagaya,世田谷区,70.2,3,7.4,12,13,1.8,맨션,북동,0,0,0,0,2024,6,10590,150.85470085470084,23.400000000000002,0.9230769230769231,역세권,준신축,0
itabashi,板橋区,62.0,3,42.6,14,17,1.0,타워맨션,북서,1,1,1,0,2024,12,3910,63.064516129032256,20.666666666666668,0.8235294117647058,역세권,노후,5
shibuya,渋谷区,50.4,2,4.6,10,12,2.3,빌라,남서,0,1,1,0,2024,8,9550,189.484126984127,25.2,0.8333333333333334,역세권,신축,3
itabashi,板橋区,66.8,2,2.0,4,11,2.1,맨션,동,1,1,1,0,2023,4,6340,94.91017964071857,33.4,0.36363636363636365,역세권,신축,5
setagaya,世田谷区,20.0,1,26.7,10,13,21.4,아파트,남동,1,1,0,0,2023,3,1850,92.5,20.0,0.7692307692307693,원거리,중고,3
itabashi,板橋区,57.3,1,0.0,2,6,1.5,맨션,남동,1,1,0,0,2023,3,5730,100.0,57.3,0.3333333333333333,역세권,,3
koto,江東区,31.4,2,16.4,11,13,10.0,아파트,북동,0,0,0,0,2024,1,2720,86.62420382165605,15.7,0.8461538461538461,버스권,중고,0
shinjuku,新宿区,66.7,4,21.4,10,17,1.0,타워맨션,남동,0,0,0,1,2023,2,12850,192.6536731634183,16.675,0.5882352941176471,역세권,중고,1
minato,港区,20.0,1,26.8,3,11,2.2,맨션,남동,1,0,1,0,2024,8,4890,244.5,20.0,0.2727272727272727,역세권,중고,4
setagaya,世田谷区,35.5,2,20.6,1,8,8.2,아파트,남,0,1,1,1,2022,8,3580,100.84507042253522,17.75,0.125,버스권,중고,4
meguro,目黒区,61.9,2,0.1,11,17,2.3,타워맨션,동,0,0,1,1,2021,8,15340,247.81906300484653,30.95,0.6470588235294118,역세권,신축,3
shinagawa,品川区,28.1,1,17.6,3,11,5.6,맨션,서,0,1,0,0,2022,3,3740,133.09608540925265,28.1,0.2727272727272727,도보권,중고,1
arakawa,荒川区,70.8,3,60.0,2,18,2.0,아파트,남,0,0,0,1,2024,2,3050,43.079096045197744,23.599999999999998,0.1111111111111111,역세권,노후,1
shinjuku,新宿区,48.5,2,6.1,11,19,11.7,맨션,남,0,0,0,0,2024,3,7860,162.06185567010309,24.25,0.5789473684210527,버스권,준신축,0
shibuya,渋谷区,46.4,2,14.2,1,19,11.1,아파트,북서,0,0,1,0,2025,7,6590,142.02586206896552,23.2,0.05263157894736842,버스권,준신축,2
shibuya,渋谷区,77.7,3,22.8,6,8,9.6,아파트,남동,0,0,1,0,2021,10,10280,132.3037323037323,25.900000000000002,0.75,버스권,중고,2
taito,台東区,129.7,6,4.3,3,6,17.9,타워맨션,남동,0,1,1,1,2023,6,18030,139.01310717039323,21.616666666666664,0.5,원거리,신축,4
shinjuku,新宿区,48.0,2,1.5,4,12,9.6,빌라,남,0,1,0,0,2020,12,5750,119.79166666666667,24.0,0.3333333333333333,버스권,신축,1
ota,大田区,38.1,1,5.8,13,19,4.2,빌라,동,0,0,1,0,2024,8,3110,81.62729658792651,38.1,0.6842105263157895,도보권,준신축,2
edogawa,江戸川区,69.3,3,1.9,13,13,1.0,빌라,동,0,1,1,0,2021,6,4480,64.64646464646465,23.099999999999998,1.0,역세권,신축,3
koto,江東区,56.5,3,12.6,3,17,1.0,아파트,서,0,1,1,0,2022,2,5080,89.91150442477876,18.833333333333332,0.17647058823529413,역세권,준신축,3
itabashi,板橋区,52.8,2,2.6,3,7,20.7,맨션,동,1,1,0,0,2023,10,4230,80.11363636363637,26.4,0.42857142857142855,원거리,신축,3
chiyoda,千代田区,59.5,2,10.7,8,17,1.0,아파트,북,1,1,1,0,2022,1,13100,220.16806722689077,29.75,0.47058823529411764,역세권,준신축,5
sumida,墨田区,121.7,6,19.5,4,13,6.2,빌라,남서,0,1,1,0,2024,8,9260,76.08874281018899,20.283333333333335,0.3076923076923077,도보권,중고,3
bunkyo,文京区,70.1,2,20.3,8,8,2.5,타워맨션,남,0,1,1,0,2023,11,10730,153.0670470756063,35.05,1.0,역세권,중고,3
chiyoda,千代田区,81.7,4,4.6,12,19,11.9,아파트,북동,1,1,1,0,2024,4,14650,179.31456548347612,20.425,0.631578947368421,버스권,신축,5
minato,港区,45.4,2,3.7,6,15,1.0,아파트,동,1,1,1,0,2022,12,14900,328.19383259911893,22.7,0.4,역세권,신축,5
chiyoda,千代田区,45.3,2,4.4,11,14,1.0,빌라,북동,0,0,0,0,2025,3,10900,240.61810154525386,22.65,0.7857142857142857,역세권,신축,0
toshima,豊島区,44.9,2,9.3,14,18,23.7,아파트,서,0,1,1,1,2023,11,4870,108.46325167037863,22.45,0.7777777777777778,원거리,준신축,4
kita,北区,65.8,2,18.5,12,16,23.8,맨션,동,0,1,0,1,2025,7,4830,73.40425531914894,32.9,0.75,원거리,중고,2
shibuya,渋谷区,63.8,2,10.2,4,11,1.0,맨션,북,0,1,0,0,2024,2,14760,231.34796238244516,31.9,0.36363636363636365,역세권,준신축,1
setagaya,世田谷区,78.9,3,34.9,13,15,5.5,타워맨션,남,1,0,1,0,2023,7,10800,136.88212927756652,26.3,0.8666666666666667,도보권,노후,4
adachi,足立区,78.1,3,35.4,10,17,1.9,타워맨션,남동,0,1,0,0,2023,10,4290,54.929577464788736,26.03333333333333,0.5882352941176471,역세권,노후,1
chuo,中央区,144.8,6,16.0,3,7,23.4,맨션,동,1,1,1,0,2024,5,26010,179.6270718232044,24.133333333333336,0.42857142857142855,원거리,중고,5
taito,台東区,63.0,3,27.0,10,17,1.8,아파트,동,1,0,1,1,2022,8,5530,87.77777777777777,21.0,0.5882352941176471,역세권,중고,5
arakawa,荒川区,86.2,4,22.4,4,18,26.0,타워맨션,남,1,1,1,0,2021,2,6240,72.38979118329466,21.55,0.2222222222222222,원거리,중고,5
katsushika,葛飾区,76.1,4,33.9,3,13,3.0,아파트,서,0,1,1,0,2024,1,3120,40.99868593955322,19.025,0.23076923076923078,역세권,노후,3
nerima,練馬区,72.4,2,44.6,10,12,12.4,아파트,동,1,1,1,0,2021,7,3500,48.34254143646408,36.2,0.8333333333333334,버스권,노후,5
meguro,目黒区,58.7,2,30.5,5,11,4.4,맨션,남,1,1,1,0,2025,11,8100,137.98977853492335,29.35,0.45454545454545453,도보권,노후,5
itabashi,板橋区,47.5,2,30.3,2,6,19.0,아파트,남,1,1,0,0,2022,8,1840,38.73684210526316,23.75,0.3333333333333333,원거리,노후,3
kita,北区,67.8,3,11.9,13,16,3.4,아파트,동,0,1,0,1,2021,8,4960,73.15634218289085,22.599999999999998,0.8125,도보권,준신축,2
koto,江東区,22.8,1,16.1,5,16,3.0,맨션,남,0,0,0,0,2021,8,2270,99.56140350877193,22.8,0.3125,역세권,중고,0
koto,江東区,52.9,2,26.5,9,17,2.4,아파트,서,1,1,0,0,2023,7,4520,85.44423440453687,26.45,0.5294117647058824,역세권,중고,3
chiyoda,千代田区,55.3,2,22.0,5,8,1.0,맨션,서,0,1,0,0,2024,3,10990,198.73417721518987,27.65,0.625,역세권,중고,1
shibuya,渋谷区,67.7,2,15.2,2,18,1.0,아파트,남,0,0,1,0,2022,3,11460,169.27621861152141,33.85,0.1111111111111111,역세권,중고,2
arakawa,荒川区,103.9,4,21.2,1,14,18.1,아파트,동,0,1,1,0,2021,9,5100,49.08565928777671,25.975,0.07142857142857142,원거리,중고,3
koto,江東区,20.0,1,15.0,1,3,10.3,아파트,남,0,1,1,0,2022,3,1940,97.0,20.0,0.3333333333333333,버스권,준신축,3
chiyoda,千代田区,54.5,1,8.7,5,19,1.5,맨션,남동,0,0,1,0,2020,12,13500,247.70642201834863,54.5,0.2631578947368421,역세권,준신축,2
chuo,中央区,22.2,1,0.3,14,17,4.3,아파트,북서,0,1,1,0,2021,12,5060,227.92792792792793,22.2,0.8235294117647058,도보권,신축,3
shibuya,渋谷区,79.9,3,26.6,4,18,7.6,타워맨션,남,0,1,0,1,2025,6,15950,199.62453066332915,26.633333333333336,0.2222222222222222,버스권,중고,2
kita,北区,44.1,1,7.8,5,16,2.7,아파트,남서,0,0,0,1,2024,9,3480,78.91156462585033,44.1,0.3125,역세권,준신축,1
kita,北区,66.0,3,27.0,9,11,8.2,빌라,남동,0,1,0,0,2022,2,3390,51.36363636363637,22.0,0.8181818181818182,버스권,중고,1
bunkyo,文京区,67.4,3,9.7,1,17,1.0,아파트,남,0,1,1,1,2021,12,7960,118.10089020771512,22.46666666666667,0.058823529411764705,역세권,준신축,4
shinjuku,新宿区,34.4,2,20.6,6,7,8.0,맨션,남서,0,1,1,0,2025,3,5050,146.80232558139537,17.2,0.8571428571428571,버스권,중고,3
koto,江東区,74.7,3,8.4,5,7,4.4,아파트,남서,0,1,0,0,2022,8,7010,93.84203480589022,24.900000000000002,0.7142857142857143,도보권,준신축,1
shibuya,渋谷区,25.0,1,9.5,2,13,2.2,빌라,남동,0,0,0,0,2024,8,4240,169.6,25.0,0.15384615384615385,역세권,준신축,0
chiyoda,千代田区,56.2,2,7.3,4,7,2.2,아파트,남,1,1,1,0,2024,4,16330,290.56939501779357,28.1,0.5714285714285714,역세권,준신축,5
suginami,杉並区,65.7,3,2.5,11,11,10.2,맨션,남동,0,0,1,0,2022,10,9260,140.94368340943683,21.900000000000002,1.0,버스권,신축,2
koto,江東区,87.4,4,12.5,13,13,1.0,맨션,남동,0,1,0,0,2023,8,9130,104.46224256292905,21.85,1.0,역세권,준신축,1
bunkyo,文京区,45.4,3,34.7,6,19,18.3,타워맨션,남,1,1,0,0,2025,1,5280,116.29955947136564,15.133333333333333,0.3157894736842105,원거리,노후,3
minato,港区,93.7,3,3.1,8,10,3.4,맨션,동,1,0,1,0,2021,2,30930,330.09605122732125,31.233333333333334,0.8,도보권,신축,4
arakawa,荒川区,79.3,3,2.7,13,18,6.6,아파트,남,1,1,0,0,2023,5,7190,90.66834804539722,26.433333333333334,0.7222222222222222,도보권,신축,3
suginami,杉並区,102.2,4,15.8,3,6,25.0,타워맨션,동,0,1,1,0,2025,3,10720,104.89236790606654,25.55,0.5,원거리,중고,3
chiyoda,千代田区,54.4,2,0.4,7,19,5.1,아파트,남동,0,1,0,0,2022,9,12960,238.23529411764707,27.2,0.3684210526315789,도보권,신축,1
suginami,杉並区,50.1,2,22.2,5,18,8.3,아파트,북동,0,0,1,0,2022,2,3810,76.04790419161677,25.05,0.2777777777777778,버스권,중고,2
meguro,目黒区,45.8,2,1.8,10,12,7.9,아파트,남서,0,1,0,1,2023,2,8570,187.117903930131,22.9,0.8333333333333334,버스권,신축,2
shibuya,渋谷区,50.1,2,16.9,5,7,1.9,맨션,북,0,1,1,0,2022,1,10640,212.375249500998,25.05,0.7142857142857143,역세권,중고,3
chiyoda,千代田区,31.5,1,17.4,4,15,11.4,아파트,서,0,1,0,0,2024,12,4900,155.55555555555554,31.5,0.26666666666666666,버스권,중고,1
nerima,練馬区,82.5,3,8.7,4,7,8.7,맨션,서,1,1,0,0,2023,10,6200,75.15151515151516,27.5,0.5714285714285714,버스권,준신축,3
suginami,杉並区,48.8,2,4.2,10,15,2.7,아파트,남서,0,0,0,0,2021,7,4740,97.13114754098362,24.4,0.6666666666666666,역세권,신축,0
suginami,杉並区,69.8,3,23.8,10,13,14.8,아파트,남서,0,1,1,1,2022,8,6850,98.13753581661892,23.266666666666666,0.7692307692307693,버스권,중고,4
shinjuku,新宿区,38.1,2,14.7,11,17,1.5,아파트,북,1,1,1,1,2023,1,6700,175.85301837270342,19.05,0.6470588235294118,역세권,준신축,6
suginami,杉並区,25.8,1,17.7,10,12,11.6,맨션,남서,0,1,0,0,2025,2,2750,106.5891472868217,25.8,0.8333333333333334,버스권,중고,1
bunkyo,文京区,95.0,5,13.1,5,18,4.1,아파트,남동,1,1,1,0,2023,7,14260,150.10526315789474,19.0,0.2777777777777778,도보권,준신축,5
sumida,墨田区,65.9,3,18.8,10,11,2.7,아파트,북동,0,1,0,1,2022,12,5740,87.10166919575113,21.96666666666667,0.9090909090909091,역세권,중고,2
chiyoda,千代田区,85.1,4,3.2,14,16,1.4,맨션,남,0,0,1,0,2022,9,25430,298.82491186839013,21.275,0.875,역세권,신축,2
edogawa,江戸川区,68.1,2,4.2,12,14,4.1,아파트,동,0,1,0,0,2024,9,4800,70.48458149779736,34.05,0.8571428571428571,도보권,신축,1
sumida,墨田区,102.0,5,1.1,1,10,5.5,맨션,북,0,1,1,0,2021,12,9690,95.0,20.4,0.1,도보권,신축,3
shinagawa,品川区,71.0,4,18.8,5,5,3.9,아파트,남서,1,0,0,1,2021,11,9630,135.6338028169014,17.75,1.0,도보권,중고,3
taito,台東区,41.7,2,4.4,7,9,4.6,타워맨션,북동,0,0,0,0,2023,4,7170,171.94244604316546,20.85,0.7777777777777778,도보권,신축,0
suginami,杉並区,81.5,4,4.8,13,15,1.4,타워맨션,남서,1,1,1,0,2021,1,13190,161.840490797546,20.375,0.8666666666666667,역세권,신축,5
chiyoda,千代田区,39.7,1,21.0,11,13,5.9,맨션,북서,1,0,1,0,2025,1,9680,243.82871536523928,39.7,0.8461538461538461,도보권,중고,4
katsushika,葛飾区,59.7,3,1.8,5,7,13.4,맨션,남동,0,0,0,0,2022,6,4340,72.69681742043551,19.900000000000002,0.7142857142857143,버스권,신축,0
